codeno,location,concat_date_time_in,concat_date_time_out,time_diff,day,total_space,color_value
3,"(6.976094, 79.925311)",1/25/2021 6:19,1/25/2021 6:23,5,W,55,895603
3,"(6.976094, 79.925311)",1/25/2021 6:19,1/25/2021 6:30,3,W,55,895603
3,"(6.976094, 79.925311)",1/25/2021 6:19,,13,W,55,895603
3,"(6.976094, 79.925311)",1/25/2021 6:20,1/25/2021 6:30,2,W,55,895603
3,"(6.976094, 79.925311)",1/25/2021 6:21,1/25/2021 6:40,2,W,55,895603
3,"(6.976094, 79.925311)",1/25/2021 6:25,,5,W,55,895603
3,"(6.976094, 79.925311)",1/25/2021 6:26,1/25/2021 6:30,8,W,55,895603
3,"(6.976094, 79.925311)",1/25/2021 6:27,1/25/2021 6:33,27,W,55,895603
3,"(6.976094, 79.925311)",1/25/2021 6:28,,4,W,55,895603
3,"(6.976094, 79.925311)",1/25/2021 6:29,1/25/2021 6:41,31,W,55,895603
3,"(6.976094, 79.925311)",1/25/2021 6:30,1/25/2021 6:39,4,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:10,2/25/2021 6:11,1,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:10,2/25/2021 6:21,11,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:10,2/25/2021 6:14,4,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:10,2/25/2021 6:29,19,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:10,2/25/2021 6:15,5,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:11,2/25/2021 6:16,5,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:13,2/25/2021 6:16,3,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:13,2/25/2021 6:21,8,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:15,2/25/2021 6:19,4,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:15,2/25/2021 6:20,5,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:17,2/25/2021 6:26,9,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:20,2/25/2021 6:32,12,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:20,2/25/2021 6:25,5,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:23,2/25/2021 6:25,2,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:23,2/25/2021 6:26,3,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:24,2/25/2021 6:34,10,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:26,2/25/2021 6:35,9,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:26,2/25/2021 6:31,5,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:27,2/25/2021 6:28,1,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:27,2/25/2021 6:34,7,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:27,2/25/2021 6:48,21,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:28,2/25/2021 6:32,4,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:29,2/25/2021 6:40,11,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:31,2/25/2021 6:34,3,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:31,2/25/2021 6:40,9,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:34,2/25/2021 6:38,4,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:34,2/25/2021 6:48,14,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:35,2/25/2021 6:39,4,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:38,2/25/2021 6:46,8,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:40,2/25/2021 6:42,2,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:41,2/25/2021 6:45,4,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:41,2/25/2021 6:49,8,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:43,2/25/2021 6:51,8,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:44,2/25/2021 6:48,4,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:45,2/25/2021 6:53,8,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:46,2/25/2021 6:55,9,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:47,2/25/2021 6:51,4,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:47,2/25/2021 6:56,9,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:47,2/25/2021 6:49,2,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:47,2/25/2021 6:51,4,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:49,2/25/2021 7:00,11,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:50,2/25/2021 6:50,0,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:50,2/25/2021 6:54,4,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:50,2/25/2021 6:52,2,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:53,2/25/2021 6:54,1,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:54,2/25/2021 6:58,4,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:54,2/25/2021 6:59,5,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:54,2/25/2021 6:57,3,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:56,2/25/2021 6:59,3,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:57,2/25/2021 7:10,13,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:59,2/25/2021 7:08,9,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:59,2/25/2021 7:05,6,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 6:59,2/25/2021 7:16,17,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 7:01,2/25/2021 7:08,7,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 7:01,2/25/2021 7:05,4,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 7:01,2/25/2021 7:08,7,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 7:01,2/25/2021 7:04,3,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 7:03,2/25/2021 7:20,17,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 7:04,2/25/2021 7:23,19,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 7:04,2/25/2021 7:09,5,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 7:04,2/25/2021 7:12,8,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 7:04,2/25/2021 7:18,14,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 7:04,2/25/2021 7:08,4,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 7:04,2/25/2021 7:06,2,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 7:06,2/25/2021 7:15,9,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 7:07,2/25/2021 7:14,7,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 7:07,2/25/2021 7:10,3,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 7:10,2/25/2021 7:25,15,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 7:11,2/25/2021 7:27,16,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 7:11,2/25/2021 7:13,2,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 7:12,2/25/2021 7:16,4,W,55,895603
3,"(6.976094, 79.925311)",2/25/2021 7:13,2/25/2021 7:25,12,W,55,895603
,,2/25/2021 7:14,2/25/2021 7:19,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
